reviewer_id,review,anotacao,recommend_to_a_friend,site_category_lv1,reviewer_birth_year,reviewer_gender,overall_rating
911d84f7504a2ead80f775e9da850de3ec074a6ea565907bf1676845c46c1932,"Entrega Surpreendente, comprei pelo site a Americanas no dia 11 /05, com entrega prevista para 06 de junho, para minha surpresa foi entregue no dia 20/05, super rápida. Obrigado. Quanto ao produto ainda não posso avaliar, só superficianalmente, pois ainda não usei, o que posso dizer que vem sem manual, apenas um pequeno informativo que pouco ajuda, pedem pra entrar na internet pra ver o manual completo, já pesquisei e não achei nada, vou na base da tentativa para aprender como usa-la, achei uma grande falha.",positivo + negativo,Yes,TV e Home Theater,1944,M,3
022345d056b06965f22ba102edce9d6dc45696fd34bf041aab1dc6cb55224322,eu não sei dizer muito bem eu comprei no final de novembro e chegou no inicio de dezembro e no começo de fevereiro ambos os mouses que eu havia comprado haviam parado de funcionar mas o tempo que durou foi bem pouco mas fora isso a qualidade do mouse é exelente,positivo + negativo,No,Informática e Acessórios,1944,M,3
0bd70add98b0bdc7b455f91dd3246651a41ae4ad63a5b64e3c8c374e7b408b29,Gostei do produto. Gostei do produto mas achei o som muito estridente.,positivo + negativo,Yes,TV e Home Theater,1944,F,3
e88e165f825b7fa7b13414280b9f39d2ef92f87363868704acdc50f08e586e80,"O modelo do forno é 10 L e na descrição e 7 L , afinal qual está certo ?  e gostaria de saber as medidas do forno.",neutro,Yes,Eletroportáteis,1944,F,3
bffb4c429907e5c5a45e1b021cb5160ee48b21598f0bf24ad736f8dc8554ec57,Produto bom. Produto bom. Produto bonito. Produto interessante.,positivo,Yes,Celulares e Smartphones,1944,F,3
983e4145a19e4b9bee6b99b5b12f988fe215bf260f85b09b4c2fce2713c98c20,"produto O modelo do forno é 10 L e na descrição e 7 L , afinal qual está certo ?  e gostaria de saber as medidas do forno.",neutro,Yes,Eletroportáteis,1944,M,3
9b5b77c79c970efa71416ce5ea0b89c40e28b7859ff694032dbc0efae923edff,"Um pequeno acessório, grande auxiliar no arquivo digital Com uma capacidade bastante razoável e preço acessível, o Pendrive 16gb da Sandisk é pequeno, porém com grande capacidade de armazenamento, tornando-se um eficiente auxiliar no arquivo digital. Recomendo!",positivo,Yes,Informática e Acessórios,1944,M,3
eeeb6e0f88ad076b1694fb196f9c439abe0588005c9f98a5995fc92c48a5b31e,Utildade: Aparêlho Cebola Outback Aparêlho simples; fornece uma receita básica; atende ao esperado.,positivo,Yes,Utilidades Domésticas,1944,M,3
a5c0ef7e670c2f5eaf96758bcb5df84d2dc67c9e3a94d76d35e5145da7342a1a,"achei meio fraco; tecido mto fino esperava mais, mas me serviu. é muito leve e sai do lugar a toda hora. poderia ser mais grosso",positivo + negativo,Yes,"Cama, Mesa e Banho",1945,F,3
5a79beb6021b17e338c631cc5528bec261d0913eaccc09c48b20cf4c5d952c29,Ainda não usei. Ainda não. usei. Vou mudar  para minha casa nova. Gostei da cor.,positivo,Yes,Eletroportáteis,1945,M,3
e9975068027d1a1a70d016c256119dcb2d9d751121837657aa3fe65d1a11bafd,"bom Recebi o produto e testei. Um pequeno defeito: a resistência não estava devidamente colocada. Seguindo orientação da firma, coloquei a resistência no local, mas tem um pequeno defeito. Acho que vai funcionar normal quando usar para chocar ovos. A chocadeira é bem construída salvo o problema que informei. Somente após fizer o uso efetivo dela é que vou ter uma opinião definitiva.",positivo + negativo,Yes,Pet Shop,1945,F,3
8d46e084ba87d8834065fdd9cd730032e8e293318bcf82779ce56d8633e1a455,"Design bom Equipamento bom, com facilidade de operação e com qualidade de imagem. Um tanto fragil necessitando urgentemente de uma capa protetora que poderia ser ofertada juntamente com o aparelho.",positivo + negativo,Yes,Celulares e Smartphones,1945,F,3
6eb76e0a34d761313f38626879b2346bfd35845ededf765f94d5b6c73e46ed1b,"gostei do produto Ainda não utilizei muito, mas conheço pessoas que tem e estão muito satisfeito. Espero também ficar.",positivo,Yes,Informática e Acessórios,1945,F,3
c48844fdf8155d7755f4ebe3b6c2b9090aed68f21f9ab328c18104a27b322b66,"Gostei do produto Perfume suave, refrescante, leve para os dias de calor.",positivo,Yes,Beleza e Perfumaria,1945,F,3
a454ff7caf8f1a860d5b0e0520eec43ff353ac35d57c0346b8d396acfb912755,"Gostei muito Chegou antes do prazo ,muito bem imbalado e o produto é muito bom",positivo + negativo,Yes,Eletroportáteis,1945,F,3
57f08286cb88c5ed8c6d2e6da2bed204e69dffa6f4ad393ce3c7b3ebc3580be2,"Gostei muito do produto. Ainda não usei todas as teclas, mas estou satisfeita.",positivo,Yes,Eletrodomésticos,1945,F,3
a496f738ce81c3fb60495b03f075f5b5eafba23f48a8a62bae97433af5ce7820,"Pedido Totalmente diferente Solicitei uma desse modelo. Recebi uma toda rosa, que é linda, mas não foi a que eu pedi. Fiz o pedido de 110v e recebi uma de 220v, não utilizo tomadas 220v.",positivo + negativo,No,Beleza e Perfumaria,1945,F,3
5832e286c458f34b46f3180c5062d53c67e30cb3d58bf9b4a1591624f9e743b2,"Valor do frete Não vale a pena, pois o frete sai muito caro!vc paga 1000,00no conjunto de cama e de frete 170,00!!!um absurdo!já comprei muito no site da Americanas,mas com esse roubo de frete não compro mais!!",negativo,Yes,Móveis,1945,F,3
10a47a30b557aa4d26b7edc890ee0d7776106819fbd2bac6f00246968fea9871,"Bom produto! Atende à finalidade. Pelo preço cobrado, poderia vir acompanhado de mais acessórios.",positivo + negativo,Yes,Miscellaneous,1946,M,3
0361537236b2f27d65ae5c50e56cda0dba79c103b8e23381fd8616ba0af1a692,Bom produto. Preenche os requisitos para o fim ao qual se destina.,positivo,Yes,Celulares e Smartphones,1946,M,3
0c644984ffaacbf2272aeb9e3d933a97f44f9842750de57034f04e2661c941b6,Cobre leito Bom produto.  Entrega no período previsto.  Recomendo.,positivo,Yes,"Cama, Mesa e Banho",1946,F,3
4b776584d61fc996df02fc4d1206edf784833a19e15d7166e79127e9d4a0e44d,"desepção as cadeiras até q são boazinhas , mais a mesa é muito leve , não pode encostar q ela sai do lugar e pior ainda é quando vc está sentado e se apoia na mesa para levantar , ai ela vira",positivo + negativo,No,Móveis,1946,F,3
6a2a25efcaedaad172fec9c4e9d762eacd0dd9b528db4ba229f2053c2f87fca1,"Excelente produto Entrega rápida,estou satisfeito .Já sou consumidor desta marca",positivo,Yes,Beleza e Perfumaria,1946,M,3
93d2699e18659b1d2e00201bda1a673d7c4bcd6aac7e887869fcb3857073e1b7,Gostei Bom. funciona bem para uso caseiro.  Pra meu uso está satisfazendo bem. Achei que valeu a pena minha compra.,positivo,Yes,Utilidades Domésticas,1946,M,3
615384aad104c3087cb9dbd146027b1d6b1fadfe139716cff3850e23c7f0b3e9,"Gostei muito do produto ! Ajuda retirar a calosidade , deixando o pé mais macio .",positivo,Yes,Beleza e Perfumaria,1946,F,3
a27279aa1ce1cbf3a0921c171c18572f92079d3966f3552b575c86a3ba297ef9,Gostei muito do produto! Gostei muito do produto e o recomendo aos interessados em pedalar,positivo,Yes,Esporte e Lazer,1946,M,3
96a2bf542e0e4f15f6c7a967f7a9d1a596743c1234a35191e4c6e870e654c350,máquina de fazer pão A máquina é bastante prática e faz um pão saboroso.,positivo,Yes,Eletroportáteis,1946,F,3
a436b60cef831ed0a6ec06ff2f99f33eda8b1811510b22d1f7e373ba5e8bc3fb,"Não experimentei ainda, mas me parece bom, gostei! Atendimento muito bom, entrega bem rápida . Satisfeito.",positivo,Yes,Brinquedos,1946,M,3
b92c89c0945fb133b9b28c415c63e29f4e5fada9c0e71e645defa0d300eafdee,preciso saber c este aparelho lê HD Externo e c tem entrada USB e c pode ser ligado em veiculo,neutro,Yes,TV e Home Theater,1946,M,3
1af2800757fa1058fdb072402e67094e95e166416c6367faf0372cb0e5c0a09c,"Vantagem porque é um 10.000 BTU compacto O fabricante poderia montar o aparelho sobre uma base plástica resistente, pois moro a beira mar e o chassi do meu aparelho anterior (igual) só durou 2 anos. Outro problema é o sistema de drenagem, pous, como o suporte do dreno enferruja em pouco tempo, ele se solta e não tem outra solução para resolver o problema.  No mas, o aparelho é bom e atende as minhas necessidades.",positivo + negativo,Yes,Casa e Construção,1946,M,3
b46872ab882054fab6790034e65dbab5807f8ebb1645d25196d9fcd7501faf1f,"Boa qualidade, mas é baixo O travesseiro tem boa qualidade, mas é muito baixo.",positivo + negativo,No,"Cama, Mesa e Banho",1947,F,3
67633a8545ae8888774b8c80d48ede6ea26323ead55d892ea51d94fe9eb80f77,"Bom produto bom preço boa qualidade. Muito satisfeito com o produto, faz o que promete com qualidade.",positivo,Yes,Eletroportáteis,1947,M,3
9e19ab86e03ed420cf961128bb815926bb4cedf529d9d11cd5b7ec1de28d857c,Bom produto Gostaria de usar por mais tempo para melhor avaliação.,positivo,Yes,Beleza e Perfumaria,1947,F,3
67633a8545ae8888774b8c80d48ede6ea26323ead55d892ea51d94fe9eb80f77,"Bom produto, bom preço e boa qualidade. Satisfeito com o produto, faz o que promete com qualidade.",positivo,Yes,Eletroportáteis,1947,M,3
5d0dbfe9336a7019d312941168de19737cc46a526d552b5d29d78c4e3a9ecb77,Dei de presente...!!! A pesssoa parece que não gostou muito. .!! Mas está usando....!!! Gosto pessoal e difícil entender...!!!,positivo + negativo,Yes,Celulares e Smartphones,1947,F,3
83915b5d39dcb9311aac7aa76acc092a47e5c7568681111511f9dffb01930730,Duvida Gostaria de saber se esse celular é original? Aguardo uma resposta,neutro,Yes,Celulares e Smartphones,1947,M,3
47ce8b9abaf957f85dc463186879931f184e337a74954a379f04b026b59b0a84,"Galaxy J& Prime Gostei muito do produto, porque ele atende a minha necessidade e expectativa para esse tipo de produto.",positivo,Yes,Celulares e Smartphones,1947,M,3
809df71b784ca5b7d46c1eee6c6c92040ffba93f0512d5722789673b47d3e1f5,"Gostei mas não muito Funciona bem, fácil instalação, mas a potência deixa a desejar",positivo + negativo,No,Informática e Acessórios,1947,M,3
4a90ce02c0366b98106c803d5816e3ab8da79c37f0a0c27b78707a899f937a3d,gostei Melhor que vassoura  limpa melhor que vassouras manual,positivo,Yes,Eletroportáteis,1947,M,3
f839cca174a5371cb4b0b48952eb5d623842da0866d4c4fbd1d358b8d07e2cbe,"Gostei Produto bom, só que era presente de Natal e só chegou no ano Novo. Mas tudo bem!!",positivo + negativo,Yes,Instrumentos Musicais,1947,F,3
581dc67aedae3479eb98e8b5c0b79c171fd8f31909e4acdfd2ae70c79b463ced,"ok Pelo pouco tempo de uso, considero temerário emitir uma opinião mais substancial do produto em apreciação.",neutro,No,Ar-condicionado e Aquecedores,1947,F,3
f2128b1b5719332f8aca0ecbe1642f2d08520c9da945fc7a727513051607048c,"Pelo preço. Um pouco lento, não é simples no manuseio, mas com uma ótima imagem e recepção.",positivo + negativo,Yes,TV e Home Theater,1947,M,3
741424cca95a94c2d956b12a2b90200bcf69360ba1022eb49e4aa746a71270b6,Razoável Só o tempo poderá dizer se uma cuba tem um aço durável. Estou reformando a cozinha. Tenho uma cuba dupla fracalanza com 36 anos. Só não vou reutiliza-lá porque tem algumas marcas de queda de utensílios.,positivo,Yes,Casa e Construção,1947,M,3
9543bd58228f91fb7ed0b259a520e9945190016b6e696fcfcbb729d91a2cf58e,"satisfatória Pelo pouco tempo de uso, considero temerário emitir uma opinião mais substancial do produto em apreciação.",positivo,No,Ar-condicionado e Aquecedores,1947,M,3
333e89e29971d14e8950301d6d0ce0e9766c0d52c143efc60b092c0e0fbedaa3,"Achei mal acabado Achei mto mal acabado, nao cabe a escada dentro conforme mostra na foto.",negativo,No,Móveis,1948,F,3
755b795387d9b8b2d7a049e009b743a6d77869e21490ac54614149ecfafc0579,amantes do churrasco a qualidade do produto atende aos principiantes da churrasqueira!!,positivo,Yes,Utilidades Domésticas,1948,M,3
929def6c1d08d9826a7eb3b5ed4fc9698a9dd9e106eff42f18fa716e9552d73a,avaliação * A sua avaliação pode ser publicada em nossos sites e ajudará outras pessoas na escolha de seus produtos,neutro,Yes,Informática e Acessórios,1948,M,3
2eac1a760897084b129c622ff1654e1f8f95b76a3931884a395ead72311b4c34,BBB Bom Bonito e Barato Gostei muito do produto e estou usando regularmente recomendo.,positivo,Yes,Eletroportáteis,1948,M,3
de65af3c8b6bd9422b7879b269988aa8b29f0a380207ac5d261de01e450c2aab,"Boa compra Produto Bom, Preço acessível, prazo para entrega demorado, mas a entrega chego antes do prometido! Vale a pena!",positivo,Yes,Móveis,1948,M,3
55e47deac89898042d37f1ad1b78eec23649707c38b7447077cdbbcd82e54faa,Bom Comprei pela 2ª vez porque gostei.  é resistente.,positivo,Yes,Utilidades Domésticas,1948,F,3
2c6d98fd58a6e980e7c06633ac2d01577e60c8fe9ba6022925bd917b4b622c46,Bom conversor Fácil instalação e funcionou bem. Nada contrario. Entrega dentro do prazo.,positivo,Yes,TV e Home Theater,1948,M,3
2708420a4f959ea96d64bb53ade9a5f6f7a761a5ba7f5fb10e0be2e3fd41ddd6,Bom Gostei muito do produto muito bom recomendo autor amigo,positivo,Yes,TV e Home Theater,1948,M,3
8236ff18b3c6f273df744b3cdd7c6e4acc19c046f7d3bb02fa5bd9935d32ece6,"Bom Produto A qualidade do produto é boa, porem a numeração é muito pequena para o nosso padrão de vestuário.",positivo + negativo,Yes,Moda,1948,M,3
e423bcc746120b773975584f0a966730bb297d810948a5e14c2c5ff2c84c2c9b,"Bom produto Bom produto. Esse é o 2 produto da mesma marca, que eu adquiri. Não tenho nada a reclamar.",positivo,Yes,Casa e Construção,1948,M,3
0e8c3313389742af6f7355f06b7ebe4b24c97a1402d98b997316418e0cbb2851,Bom produto porem difícil instalação Informações incompletas para a toca do refil. troquei mas não sei se fiz corretamente.,positivo + negativo,Yes,Eletroportáteis,1948,M,3
3bfd595ffaad01e2718832e1671a2b33a600e8546a9a47db495b83b924b2ba91,Cabos estão soltando Esperava mais desse produto. Cabos estão soltando. A panela maior já veio com defeito,negativo,No,Utilidades Domésticas,1948,F,3
f666a44667d4a3679dc53f1a3d184616f175830100a3f73126e6e6b0d85862c7,Capa maçaneta Produto e custo benefício bom com prazo de entrega no tempo estipulado,positivo,Yes,Automotivo,1948,M,3
e38714bb539d4ce4eeb899b56df502cc866db4716b283f1b8753f463732481c4,"Faz o que promete Boa apresentação de embalagem, case de ótima qualidade, plugar e ser reconhecido tanto no Windows como no Linux. Aceita USB 2.0 sem qualquer dificuldade.",positivo,No,Informática e Acessórios,1948,M,3
cb40335253089d61a90e974e9de173c1b5f1162ecb5d434b79352eb818d38f43,"Funciona, mas poderia ser mais potente Funcional,leve,fácil manuseio,mas poderia ser mais potente",positivo + negativo,Yes,Eletroportáteis,1948,F,3
d085991a8f706b98960387aa20dadeb6033828dc05bca56c5cf4287b42323d99,Gostei do produto O produto é bom e foi entregue no prazo. Compraria outros produtos da americanas.com,positivo,Yes,Utilidades Domésticas,1948,M,3
b67d8c3c391d6774821382a1dcce158ecc5fb4c2da7dde8f4a53709951f640cd,Gostei do produto. Produto ótimo para o dia a dia. Cafézinho rápido e delicioso em minutos. Aprovado.,positivo,Yes,Eletroportáteis,1948,M,3
38c869fa7f7938f6aae5935bd7d997262bd6b1e5a0ee72d70317eef1afa3bce9,Gostei do produto. Super mal embalado. Por sorte não quebrou!!! Às garrafas juntos sem proteção. Porém com rótulos rasgados,positivo + negativo,Yes,Alimentos e Bebidas,1948,F,3
4a57749951c0dd81ca96e16aebac685442edbafed5f723d3b95e8a2405a5c754,"GOSTEI E RECOMENDO GOSTEI E RECOMENDO, PRODUTO ENTREGUE ANTES ATÉ DO COMBINADO, SOU CLIENTE DAS AMERICANAS E NUNCA TIVE PROBLEMAS.",positivo,Yes,Celulares e Smartphones,1948,M,3
5a521034be9a7242019f365b4bba9941f0d544b16226dd295a3364bd8c0a157e,"Gostei muito do produto Muito bom, fácil de manusear, vale a pena comprar. Estou muito satisfeito.",positivo,Yes,Informática,1948,M,3
44f9ab2dd440f77cadd81a747850c6dc9a59ffaf32553e3e58ba0b0224e046ef,MUITO BOM! CHEGARAM NO PRAZO CORRETO. SEM DEFEITOS. RECOMENDO!,positivo,No,Decoração,1948,F,3
ea97b0c1edc859e4500aee941acf95a1ba93b48ab1953f6f8d4f261f2900aab4,Não gostei Demora da entrega do produto selecionado. Poderia ser de acordo com o acordado.,negativo,No,Informática e Acessórios,1948,M,3
a843555ef3367842aa57011773d6320ac9f12d37370f22b3fc96d1d2802151e6,"Produto  ótimo, mas a entrega é  muito demorada Produto  ótimo, mas a entrega  é demorada. Só para emissão da N.F. pode demorar uma semana, mais uns 10 dias para entrega. Comprei um celular  e após recebe-lo, comprei um segundo aparelho  que aguardo a chegada.",positivo + negativo,Yes,Celulares e Smartphones,1948,F,3
ace1910799b95ea2c9ba1a2d11ab3b81e226243309a30b70240533ee242c9cfb,"Suporte de Ppapel Produto muito bom, mas a ventosa não  é segura e deveria ter a opção de parafusar.",positivo + negativo,Yes,Utilidades Domésticas,1948,M,3
dc2dadb61b5e2917e14636a29fb8bc08edafcbd3b681263638f36f7b2f08f923,"Vale pelo preço. Produto dentro do esperado, vale pelo custo beneficio, porém a cor é muito diferente da colocada  no site.",positivo + negativo,Yes,"Cama, Mesa e Banho",1948,M,3
cdc86731905f59d1b471f69b12b716a1331f13e2ddd025b7030ac02869b9d86b,"3 estrelas Produto satisfez minha necessidade, gostei do produto.",positivo,Yes,Instrumentos Musicais,1949,M,3
180b6c796d650e6153d3d1df5133e8f0b8233762aded804ff7121f2a56d91f16,"3 estrelas satisfez minha necessidade,  produto bom , gostei.",positivo,Yes,Instrumentos Musicais,1949,M,3
1eb7a635632ec9e3c3c78088142a23b1783d7c01bafd150547972c4377716268,A pulseira é bonita Comprei para presentear e a pessoa gostou da pulseira. Eu recomendo esse produto.,positivo,Yes,Moda,1949,F,3
8d6bf508ac304765a48ef9e54f5bb9cad75ba9053a0c133e4dc3bd5daa230987,Adorei muito o produto! Gostei do produto estou usando até agora está tudo bem!  Eu recomendo este produto.,positivo,Yes,Automotivo,1949,M,3
f2c247c75d074a319232d913f9cfa8c47f3b13e062abeea8d4cbd9c8e987955c,Avaliação pendente Bom dia. Como não instalei o produto e só fiz teste de bancada posso afirmar que pelo que vi o aparelho é bom. Quando a recomendar ainda não posso.,positivo,No,Eletrodomésticos,1949,M,3
64df54502a4b34082525a53afc6c53fe5319b7e356cc1c1b183c3637b04e95b3,Bom na cozinha Tenho feito muitas coisas gostosas . Recomendo esse jogo de panelas,positivo,Yes,Utilidades Domésticas,1949,F,3
3c7a9cb650fb3fa158ada791455244d2f345309c8902a4e954cc0f2d38ff2b70,bom simples porem gostei muito. a entrega foi antes do praso  citado.,positivo,Yes,Decoração,1949,M,3
